Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd phase - general,2,Nursing,Daytime,Sec Ed - 12th,132.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Technicians,Services/Sales,125.4,Yes,No,No,No,Female,Yes,20,No,0,7,7,7,13.462857142857144,0,0,8,10,7,13.164285714285716,0,11.1,0.6,2.02,Enrolled
Single,1st phase - general,1,Social Service (evening),Evening,Sec Ed - 12th,123.0,Portuguese,Unknown,Basic 1st cycle,Unskilled workers,Other,121.3,Yes,No,No,Yes,Female,No,25,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,142.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,127.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,3,Multimedia Design,Daytime,Sec Ed - 12th,147.0,Portuguese,Other 11th,Basic 3rd cycle,Unskilled workers,Technicians,151.6,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,140.0,Spanish,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Skilled workers,131.6,Yes,No,No,Yes,Female,No,20,Yes,0,7,9,6,14.714285714285714,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general,2,Social Service,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,106.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
Single,3rd phase - general,4,Journalism,Daytime,Sec Ed - 12th,114.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Unskilled workers,Unskilled workers,111.6,Yes,No,No,Yes,Female,Yes,21,No,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general,3,Marketing Mgmt,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Degree,Admin staff,Technicians,117.3,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general,1,Basic Education,Daytime,Sec Ed - 12th,127.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Skilled workers,121.4,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
Single,1st phase - general,3,Comm Design,Daytime,Sec Ed - 12th,132.0,Portuguese,Sec Ed - 12th,Degree,Unskilled workers,Skilled workers,126.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.833333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,4,Nursing,Daytime,Sec Ed - 12th,148.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Services/Sales,137.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate
Single,Change course,1,Marketing Mgmt,Daytime,Sec Ed - 12th,139.0,Portuguese,Degree,Basic 3rd cycle,Technicians,Services/Sales,120.8,No,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,136.0,Portuguese,Tech spec,Degree,Technicians,Technicians,128.7,Yes,No,No,Yes,Female,No,20,No,0,6,8,6,11.666666666666666,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 y/o,1,Social Service,Daytime,12th not completed,133.1,Portuguese,Unknown,Unknown,Student,Student,118.0,No,No,No,Yes,Female,No,47,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Change course,1,Equinculture,Daytime,Sec Ed - 12th,120.0,Spanish,Sec Ed - 12th,Degree,Unskilled workers,Scientists,120.0,No,No,Yes,Yes,Female,No,21,Yes,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled
Married,Over 23 y/o,1,Equinculture,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,160.0,No,No,No,Yes,Male,No,31,No,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout
Married,Over 23 y/o,1,Informatics Eng,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Other,Services/Sales,150.0,Yes,No,No,Yes,Male,No,46,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general,3,Informatics Eng,Daytime,Sec Ed - 12th,133.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Admin staff,121.8,Yes,No,No,Yes,Male,No,18,No,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general,3,Informatics Eng,Daytime,Sec Ed - 12th,138.0,Portuguese,Degree,Degree,Technicians,Admin staff,125.4,Yes,Yes,No,Yes,Male,No,19,No,0,5,10,3,13.333333333333334,0,0,5,9,4,10.75,0,8.9,1.4,3.51,Dropout
Single,Change inst/course,1,Oral Hygiene,Daytime,Sec Ed - 12th,131.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Sellers,Unskilled industry,126.6,Yes,No,No,Yes,Male,No,23,No,0,7,11,5,12.414285714285713,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Enrolled
Single,Tech diploma,1,Equinculture,Daytime,Tech spec,150.0,Portuguese,Degree,Sec Ed - 12th,Scientists,Machine operators,150.0,No,No,No,No,Male,No,22,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 2nd cycle,Sec Ed - 12th,Technicians,Military,114.5,Yes,No,No,Yes,Male,No,19,No,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,108.0,Brazilian,Degree,Degree,Unskilled workers,Unskilled workers,107.0,No,No,Yes,No,Female,No,19,Yes,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,116.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Admin staff,115.7,No,No,No,No,Male,No,22,No,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled
Single,Over 23 y/o,1,Equinculture,Daytime,Sec Ed - 12th,133.1,Portuguese,Degree,Unknown,Technicians,Student,120.0,No,No,Yes,No,Male,No,29,No,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,3,Nursing,Daytime,Sec Ed - 12th,147.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Unskilled workers,Services/Sales,134.8,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.016666666666666,0,0,7,7,6,14.016666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,143.0,Portuguese,Basic 2nd cycle,Unknown,Unskilled workers,Unskilled workers,133.6,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,115.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Machine operators,129.0,Yes,No,Yes,No,Female,Yes,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,160.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Meal prep,Science tech,128.4,No,No,No,Yes,Female,No,34,No,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,118.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,122.2,No,No,No,Yes,Female,No,19,No,0,5,11,3,10.666666666666666,0,0,5,9,4,10.25,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,122.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Scientists,Services/Sales,113.3,Yes,No,No,Yes,Female,No,18,No,0,5,9,4,14.25,0,0,5,8,5,12.714285714285714,0,10.8,1.4,1.74,Enrolled
Single,2nd phase - general,6,Nursing,Daytime,Sec Ed - 12th,143.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Admin staff,129.9,No,No,No,Yes,Female,Yes,20,No,3,7,7,7,13.914285714285713,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,6,Nursing,Daytime,Sec Ed - 12th,133.0,Portuguese,Degree,Degree,Executives,Executives,126.2,Yes,No,No,Yes,Female,No,19,No,0,7,9,7,13.761111111111113,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate
Single,Azores,2,Basic Education,Daytime,Sec Ed - 12th,122.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Services/Sales,112.6,Yes,No,No,Yes,Female,No,22,No,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,164.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,149.0,Yes,No,No,Yes,Female,Yes,23,No,0,6,7,6,13.857142857142858,0,0,6,6,6,14.166666666666666,0,10.8,1.4,1.74,Graduate
Married,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,120.0,No,No,No,Yes,Male,Yes,34,No,0,8,8,7,13.842857142857143,0,0,8,8,7,13.842857142857143,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general,4,Informatics Eng,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Services/Sales,Services/Sales,120.4,Yes,No,Yes,No,Male,No,18,No,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,140.0,Portuguese,Sec Ed - 12th,Tech spec,Admin staff,Executives,128.1,Yes,Yes,No,Yes,Male,No,21,No,0,6,6,5,11.8,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,127.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Technicians,141.7,Yes,No,No,Yes,Male,No,22,No,0,6,6,6,12.666666666666666,0,0,6,6,6,13.833333333333334,0,10.8,1.4,1.74,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Other 11th,133.1,Portuguese,Basic 1st cycle,Sec Ed - 12th,Unskilled workers,Military,130.0,No,No,No,Yes,Male,No,28,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Azores,4,Informatics Eng,Daytime,Sec Ed - 12th,115.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Admin staff,Farmers,113.3,Yes,No,No,Yes,Male,No,23,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,108.0,Portuguese,Unknown,Basic 2nd cycle,Student,Technicians,105.9,No,No,No,Yes,Male,No,20,No,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,Dropout
Single,3rd phase - general,2,Informatics Eng,Daytime,Sec Ed - 12th,136.0,Portuguese,Sec Ed - 12th,Bachelor,Services/Sales,Admin staff,122.7,Yes,No,No,Yes,Male,No,18,No,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,Dropout
Single,Over 23 y/o,2,Management,Daytime,Other 11th,133.1,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,120.0,Yes,No,Yes,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Tech diploma,1,Comm Design,Daytime,Tech spec,120.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Services/Sales,Machine operators,119.8,No,No,No,Yes,Male,No,21,No,2,7,7,2,12.0,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,Dropout
Single,Over 23 y/o,1,Marketing Mgmt,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Machine operators,122.9,No,No,Yes,No,Male,No,25,No,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout
Single,Tech diploma,1,Vet Nursing,Daytime,Tech spec,160.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Admin staff,160.0,Yes,Yes,No,No,Male,No,19,No,2,6,6,6,14.0,0,1,6,11,6,13.5,0,12.4,0.5,1.79,Dropout
Single,1st phase - general,4,Nursing,Daytime,Sec Ed - 12th,128.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Military,125.2,Yes,No,No,Yes,Male,Yes,18,No,0,7,7,7,14.682857142857143,0,0,8,9,8,15.055555555555555,0,12.4,0.5,1.79,Graduate
Single,Over 23 y/o,1,Informatics Eng,Daytime,Degree,130.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Other,Other,143.4,No,No,No,Yes,Male,No,29,No,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 y/o,1,Informatics Eng,Daytime,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 2nd cycle,Technicians,Skilled workers,96.7,No,No,No,Yes,Male,Yes,29,No,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
Single,3rd phase - general,1,Tourism,Daytime,Sec Ed - 12th,137.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Services/Sales,126.9,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.857142857142858,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,163.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Skilled workers,143.1,No,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Cleaners,Unskilled industry,114.5,No,No,No,Yes,Male,No,20,No,0,6,8,6,13.142857142857142,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
Married,Over 23 y/o,1,Informatics Eng,Daytime,Sec Ed - 12th,120.0,Portuguese,Unknown,Unknown,Student,Student,140.0,Yes,No,No,Yes,Male,No,33,No,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,Dropout
Single,Transfer,1,Management (evening),Evening,Sec Ed - 12th,150.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Services/Sales,Services/Sales,113.7,No,No,No,Yes,Male,No,30,No,11,15,15,13,11.461538461538462,0,6,11,15,10,11.583333333333334,1,16.2,0.3,-0.92,Graduate
Single,1st phase - general,1,Oral Hygiene,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Executives,Executives,131.5,No,No,No,Yes,Male,Yes,21,No,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general,1,Agronomy,Daytime,Sec Ed - 12th,148.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Meal prep,Meal prep,143.5,No,No,Yes,Yes,Male,No,18,No,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,138.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,126.8,No,No,No,Yes,Male,Yes,19,No,0,7,9,7,14.244444444444444,0,0,8,12,8,12.233333333333333,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,1,Comm Design,Daytime,Sec Ed - 12th,119.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,115.2,No,No,No,Yes,Male,Yes,21,No,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 y/o,2,Oral Hygiene,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Services/Sales,100.0,No,No,No,Yes,Male,Yes,25,No,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,2,Marketing Mgmt,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Skilled workers,Military,121.4,No,No,No,Yes,Male,No,19,No,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,Tech diploma,1,Comm Design,Daytime,Tech spec,120.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Technicians,120.0,Yes,No,No,Yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout
Single,2nd phase - general,2,Comm Design,Daytime,Sec Ed - 12th,126.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Machine operators,129.9,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,149.0,Portuguese,Degree,Bachelor,Scientists,Services/Sales,151.1,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Farmers,120.0,No,No,Yes,No,Male,No,31,No,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Admin staff,Skilled workers,130.0,No,No,Yes,No,Male,No,32,No,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout
Single,Madeira,2,Nursing,Daytime,Sec Ed - 12th,127.0,Portuguese,Bachelor,Basic 2nd cycle,Admin staff,Unskilled workers,119.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,12,7,12.599999999999998,0,0,8,12,7,12.599999999999998,0,10.8,1.4,1.74,Graduate
Single,Transfer,1,Journalism,Daytime,Higher Ed (ongoing),120.0,Portuguese,Unknown,Unknown,Student,Student,122.0,Yes,No,No,Yes,Female,No,34,No,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate
Single,Madeira,6,Journalism,Daytime,Sec Ed - 12th,136.0,Portuguese,Basic 2nd cycle,10th,Student,Student,129.7,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
Single,Change course,2,Social Service,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Skilled workers,112.5,Yes,No,No,Yes,Female,Yes,53,No,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,136.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Skilled workers,136.0,No,No,No,Yes,Female,Yes,19,No,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,145.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Services/Sales,133.1,No,No,No,Yes,Female,Yes,20,No,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,2,Journalism,Daytime,Sec Ed - 12th,159.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,151.3,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,Graduate
Single,Over 23 y/o,1,Multimedia Design,Daytime,Sec Ed - 12th,147.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Industry workers,Unskilled industry,133.3,No,No,No,No,Female,No,32,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change course,1,Nursing,Daytime,Sec Ed - 12th,150.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,130.8,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
Single,Other higher courses,1,Social Service (evening),Evening,Degree,140.0,Portuguese,Basic 1st cycle,Other 11th,Unskilled workers,Admin staff,140.0,No,No,No,No,Female,No,26,No,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Transfer,1,Vet Nursing,Daytime,Tech spec,150.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Skilled workers,150.0,Yes,No,No,Yes,Female,No,26,No,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,Graduate
Married,Tech diploma,1,Management (evening),Evening,Tech spec,130.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Admin staff,Unskilled workers,130.0,No,No,No,No,Female,No,21,No,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general,1,Journalism,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Services/Sales,125.3,No,No,No,Yes,Female,No,18,No,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate
Single,Change course,1,Comm Design,Daytime,Tech spec,130.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Services/Sales,Unskilled workers,124.0,Yes,No,No,Yes,Female,Yes,21,No,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,112.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Services/Sales,113.8,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,128.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Skilled workers,Skilled workers,124.4,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,114.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,107.7,No,No,No,Yes,Female,No,19,No,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout
Single,Change course,2,Social Service,Daytime,Sec Ed - 12th,118.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Services/Sales,Services/Sales,110.0,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate
Single,Other higher courses,1,Nursing,Daytime,Degree,130.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Skilled workers,Skilled workers,130.0,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,2,Nursing,Daytime,Sec Ed - 12th,145.0,Portuguese,Basic 1st cycle,Sec Ed - 12th,Unskilled workers,Admin staff,138.8,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,2,Management,Daytime,Sec Ed - 12th,121.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,126.3,Yes,No,No,Yes,Female,No,20,No,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general,3,Nursing,Daytime,Sec Ed - 12th,114.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Services/Sales,114.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,4,Marketing Mgmt,Daytime,Sec Ed - 12th,127.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Skilled workers,Skilled workers,116.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general,2,Social Service,Daytime,Sec Ed - 12th,145.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Skilled workers,Farmers,128.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general,5,Social Service,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Services/Sales,Services/Sales,130.0,Yes,No,No,Yes,Female,No,20,No,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled
